enemy,fitness,player_energy,enemy_energy,gain
1,12.601837298482248,0,80.0,-80.0
2,30.113895968549844,0,60.0,-60.0
3,3.6018372984822475,0,90.0,-90.0
4,74.31789140255019,0,10.0,-10.0
5,76.89224472101789,28.000000000000256,10.0,18.000000000000256
6,4.299519634207583,0,90.0,-90.0
7,14.14985239828994,0,80.0,-80.0
8,48.30964054567594,0,40.0,-40.0
