enemy,fitness,player_energy,enemy_energy,gain
1,21.269900217026425,0,70.0,308
2,90.84704041507838,64,0,258
3,30.179917069647637,0,60.0,337
4,21.45092391510478,0,70.0,257
5,90.79936107665804,62.80000000000034,0,240
6,84.35353194306673,2.200000000000234,0,353
7,86.85289246928255,22.00000000000024,0,210
8,84.34621389609809,5.200000000000234,0,480
