enemy,fitness,player_energy,enemy_energy,gain
1,39.241098226122716,0,50.0,317
2,66.63870783429057,0,20.0,213
3,21.943754194651692,0,70.0,157
4,3.785064242391014,0,90.0,184
5,90.24322890233346,58.60000000000033,0,275
6,66.14779752022552,0,20.0,348
7,85.53289246928256,8.800000000000232,0,210
8,89.28322890233346,49.000000000000306,0,275
