generation,best_fitness,mean_fitness,std_fitness
1,89.59469878726232,4.84867642797489,22.517713055622693
2,89.59469878726232,4.848676427974889,22.517713055622693
3,89.59469878726232,4.848676427974889,22.517713055622693
4,89.59469878726232,4.848676427974889,22.517713055622693
5,89.59469878726232,4.848676427974889,22.517713055622693
6,89.59469878726232,4.848676427974889,22.517713055622693
7,89.59469878726232,4.848676427974889,22.517713055622693
8,89.59469878726232,4.848676427974889,22.517713055622693
9,89.59469878726232,4.848676427974889,22.517713055622693
10,89.59469878726232,4.848676427974889,22.517713055622693
11,89.59469878726232,4.848676427974889,22.517713055622693
12,89.59469878726232,4.848676427974889,22.517713055622693
13,89.59469878726232,4.848676427974889,22.517713055622693
14,89.59469878726232,4.848676427974889,22.517713055622693
15,89.59469878726232,4.848676427974889,22.517713055622693
16,89.59469878726232,4.848676427974889,22.517713055622693
17,89.59469878726232,4.848676427974889,22.517713055622693
18,89.59469878726232,4.848676427974889,22.517713055622693
19,89.59469878726232,4.848676427974889,22.517713055622693
20,89.59469878726232,4.848676427974889,22.517713055622693
21,89.59469878726232,4.848676427974889,22.517713055622693
22,89.59469878726232,4.848676427974889,22.517713055622693
23,89.59469878726232,4.848676427974889,22.517713055622693
24,89.59469878726232,4.848676427974889,22.517713055622693
25,89.59469878726232,4.848676427974889,22.517713055622693
26,89.59469878726232,4.848676427974889,22.517713055622693
27,89.59469878726232,4.848676427974889,22.517713055622693
28,89.59469878726232,4.848676427974889,22.517713055622693
29,89.59469878726232,4.848676427974889,22.517713055622693
