best_fitness,mean_fitness,std_fitness
89.34322890233346,4.994368450773994,24.34142446114716
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
92.03165549623893,5.405268076493906,25.031172533406426
