generation,best_fitness,mean_fitness,std_fitness
1,92.03165549623893,5.405268076493906,25.031172533406426
2,92.03165549623893,5.405268076493906,25.031172533406426
3,92.03165549623893,5.405268076493906,25.031172533406426
4,92.03165549623893,5.405268076493906,25.031172533406426
5,92.03165549623893,5.405268076493906,25.031172533406426
6,92.03165549623893,5.405268076493906,25.031172533406426
7,92.03165549623893,5.405268076493906,25.031172533406426
8,92.03165549623893,5.405268076493906,25.031172533406426
9,92.03165549623893,5.405268076493906,25.031172533406426
10,92.03165549623893,5.405268076493906,25.031172533406426
11,92.03165549623893,5.405268076493906,25.031172533406426
12,92.03165549623893,5.405268076493906,25.031172533406426
13,92.03165549623893,5.405268076493906,25.031172533406426
14,92.03165549623893,5.405268076493906,25.031172533406426
15,92.03165549623893,5.405268076493906,25.031172533406426
16,92.03165549623893,5.405268076493906,25.031172533406426
17,92.03165549623893,5.405268076493906,25.031172533406426
18,92.03165549623893,5.405268076493906,25.031172533406426
19,92.03165549623893,5.405268076493906,25.031172533406426
20,92.03165549623893,5.405268076493906,25.031172533406426
21,92.03165549623893,5.405268076493906,25.031172533406426
22,92.03165549623893,5.405268076493906,25.031172533406426
23,92.03165549623893,5.405268076493906,25.031172533406426
24,92.03165549623893,5.405268076493906,25.031172533406426
25,92.03165549623893,5.405268076493906,25.031172533406426
26,92.03165549623893,5.405268076493906,25.031172533406426
27,92.03165549623893,5.405268076493906,25.031172533406426
28,92.03165549623893,5.405268076493906,25.031172533406426
29,92.03165549623893,5.405268076493906,25.031172533406426
