generation,best_fitness,mean_fitness,std_fitness
1,89.35092391510481,4.5320774306136,23.358622652807068
2,89.35092391510481,4.393950461438028,22.8790522236615
3,89.35092391510481,4.393950461438028,22.8790522236615
4,89.35092391510481,4.393950461438028,22.8790522236615
5,89.35092391510481,4.393950461438028,22.8790522236615
6,89.35092391510481,4.393950461438028,22.8790522236615
7,89.35092391510481,4.393950461438028,22.8790522236615
8,89.35092391510481,4.393950461438028,22.8790522236615
9,89.35092391510481,4.393950461438028,22.8790522236615
10,89.35092391510481,4.393950461438028,22.8790522236615
11,89.35092391510481,4.393950461438028,22.8790522236615
12,89.35092391510481,4.393950461438028,22.8790522236615
13,89.35092391510481,4.393950461438028,22.8790522236615
14,89.35092391510481,4.393950461438028,22.8790522236615
15,89.35092391510481,4.393950461438028,22.8790522236615
16,89.35092391510481,4.393950461438028,22.8790522236615
17,89.35092391510481,4.393950461438028,22.8790522236615
18,89.35092391510481,4.393950461438028,22.8790522236615
19,89.35092391510481,4.393950461438028,22.8790522236615
20,89.35092391510481,4.393950461438028,22.8790522236615
21,89.35092391510481,4.393950461438028,22.8790522236615
22,89.35092391510481,8.420618909208821,25.559823445015578
23,91.20665872310228,19.28925263571499,28.626398661198852
24,89.35092391510481,4.393950461438028,22.8790522236615
25,89.35092391510481,4.393950461438028,22.8790522236615
26,89.35092391510481,9.182056411040975,26.076956655442203
27,89.47413402617471,15.156173987340358,27.324122728826588
28,91.39419793370404,20.01334286377489,29.864620402660805
29,91.94355803717008,38.65838148665136,39.64847040957242
30,91.94355803717008,38.65838148665136,39.64847040957242
