generation,best_fitness,mean_fitness,std_fitness
1,89.35092391510481,4.464248034833745,22.464999754084566
2,89.35092391510481,4.464248034833747,22.464999754084563
3,89.35092391510481,4.464248034833747,22.464999754084563
4,89.35092391510481,4.464248034833747,22.464999754084563
5,89.35092391510481,4.464248034833747,22.464999754084563
6,89.35092391510481,4.464248034833747,22.464999754084563
7,89.35092391510481,4.464248034833747,22.464999754084563
8,89.35092391510481,4.464248034833747,22.464999754084563
9,89.35092391510481,4.464248034833747,22.464999754084563
10,89.35092391510481,4.464248034833747,22.464999754084563
11,89.35092391510481,4.464248034833747,22.464999754084563
12,89.35092391510481,4.464248034833747,22.464999754084563
13,89.35092391510481,4.464248034833747,22.464999754084563
14,89.35092391510481,4.464248034833747,22.464999754084563
15,89.35092391510481,4.464248034833747,22.464999754084563
16,89.35092391510481,4.464248034833747,22.464999754084563
17,89.35092391510481,4.464248034833747,22.464999754084563
18,89.35092391510481,4.464248034833747,22.464999754084563
19,89.35092391510481,4.464248034833747,22.464999754084563
20,89.35092391510481,4.464248034833747,22.464999754084563
21,89.35092391510481,13.388707304292028,31.223937479146155
22,90.65302464366022,45.06368472686095,39.49289364964805
23,89.35092391510481,4.464248034833747,22.464999754084563
24,89.35092391510481,4.464248034833747,22.464999754084563
25,89.35092391510481,13.302872742550269,30.844936992279433
26,91.94355803717008,38.65838148665136,39.64847040957242
27,89.35092391510481,4.464248034833747,22.464999754084563
28,89.35092391510481,4.464248034833747,22.464999754084563
29,89.35092391510481,13.302872742550269,30.844936992279433
30,91.94355803717008,38.65838148665136,39.64847040957242
