enemy,fitness,player_energy,enemy_energy,gain
1,12.231679004206228,0,80.0,-80.0
2,90.57611947915372,56,0,56
3,31.939556989453582,0,60.0,-60.0
4,39.06510580438041,0,50.0,-50.0
5,20.26540834002705,0,70.0,-70.0
6,57.482547103535296,0,30.0,-30.0
7,66.64341372532799,0,20.0,-20.0
8,75.02873816020954,0,10.0,-10.0
