enemy,fitness,player_energy,enemy_energy,gain
1,-4.77912349311153,0,100,-100
2,48.19486503108351,0,40.0,-40.0
3,75.21003982910274,0,10.0,-10.0
4,21.624721592315836,0,70.0,-70.0
5,87.46626786119732,31.600000000000264,0,31.600000000000264
6,4.545652703746493,0,90.0,-90.0
7,66.29955642660931,0,20.0,-20.0
8,3.6966950919409243,0,90.0,-90.0
