gen,nevals,avg,std,min,max
0,117,-3.3028318989539884,6.7080940816594685,-9.820762444379703,26.95838303046098
1,117,-1.8841116783350147,8.095018020754031,-18.486140828767464,39.18738871703076
2,117,1.7932660217084289,10.365143241350124,-9.38769850086598,55.612447945774136
3,117,1.5485376923435925,8.861475295047393,-9.965660553955223,32.63486290512426
4,117,2.8907352171736918,9.601300926062072,-18.720081323025457,37.101422726841115
5,117,4.896473379038516,11.432430074958273,-9.86925226824225,31.76036201188942
6,117,8.415991333116482,13.550697707900131,-9.382685411543953,56.55925901317255
7,117,9.898212312406885,11.988507904963438,-13.818529042811033,39.98363484265658
8,117,11.784790617881319,13.275102392912721,-18.16120070796607,55.94562023419613
9,117,13.786713676301595,13.272032612897064,-20.234696624184124,66.14536426510396
10,117,14.724962573712771,11.286672499423174,-9.661557517747575,34.454922545647634
11,117,16.049365331020493,11.69634945798644,-9.726293803210122,49.7654742165259
12,117,14.404542896973831,11.220113238224974,-11.596375778920876,45.920252134643064
13,117,15.81574349582855,11.297329424247229,-14.49140312489692,51.35003048015079
14,117,17.440781300791805,11.89652355274457,-7.753798164714395,56.053744425982764
15,117,14.902449839027584,12.732197001671324,-18.692519855689014,66.28972225996398
16,117,17.01227227080838,10.155077588974084,-6.457800953357383,59.73901323459763
17,117,18.021583846323775,10.810584658028791,-9.680775503436333,62.67816420483678
18,117,18.0373675068195,9.747358918021254,-7.9419198587407465,41.4285786678319
19,117,20.233871790533414,9.374628007730292,-6.648373776313196,59.73901323459763
20,117,18.677671118431583,10.67619522769118,-9.549015392852787,56.173436297173055
21,117,18.680077650554896,9.939738911987279,-7.9419198587407465,41.62537982841956
22,117,20.78499989051541,11.401329116970366,-18.501685799565394,59.727498076073786
23,117,19.665693228183258,12.57704540743437,-14.60355117171828,76.9832303108233
24,117,18.946479889107636,12.981750568836517,-14.235845326825832,56.05823645608483
25,117,18.293142695196,12.378847076203925,-8.64901259767494,66.60699593570236
26,117,16.764785167560152,12.304691627236439,-19.653070322518044,55.843943823827054
27,117,19.950738707799054,13.17809059948299,-9.884800666994067,59.84197137038853
28,117,19.890875449198717,17.570049239558042,-18.77782536697642,85.49501794288956
29,117,18.405209039306186,12.585120332363164,-18.312487264851374,41.709036435273475
