Generation,Best Fitness,Mean Fitness,Standard Deviation
0,32.861548235573295,-1.1140208659247712,10.181645891455542
1,41.2966864083835,-1.8019498387158719,9.063697611256774
2,39.3842149494577,-2.9866314953128836,8.305296336893758
3,46.29965533244528,-2.9848684939250494,8.35050925822603
4,62.57772910396494,-1.7663420970146955,10.890914958934488
5,51.358201863094195,-1.9328927788764156,10.704067004001537
6,56.445894844170226,-2.107620257597802,10.54896706226204
7,34.36019325948673,-3.159616075225331,8.81747426700629
8,34.56814640949703,-2.8036549745590253,8.725958599698153
9,32.66882122861254,-2.3721124372540716,8.4930787008308
10,56.065566068754876,-3.579845929872809,8.312595537591395
11,55.81581838982119,-3.681739394629507,7.808631682120785
12,43.85098954610058,-3.0984288349571236,8.67556817616147
13,35.14596597852713,-3.8109671217906853,7.071389312962642
14,41.37670682785652,-3.792626517610695,7.6419283376949165
15,24.922072135688193,-3.6924018586994327,6.1546038540362735
16,31.12361255561551,-3.3682749725646772,6.862755775664693
17,30.8173777891908,-3.1689300426078506,6.985072337322395
18,60.33185553410921,-2.9204020773062793,9.778701429002577
19,35.94848947847944,-3.1310181922451115,8.625396622823299
20,37.01723784950762,-2.5124423071278312,8.97769901514469
21,32.785252092722146,-3.1926622346085343,7.758662435858844
22,62.09297490278296,-2.1703049031603756,9.844866378629897
23,32.86089005614849,-2.517863624091418,8.979906151468985
24,31.097744776803456,-3.214151589798136,7.730921814309603
25,46.86144382093086,-2.7907579254334007,9.24350341267034
26,32.72762001152778,-3.8219106528962232,7.464313708424676
27,37.2044325816167,-3.262940586471234,7.901916888177582
28,35.039376442534184,-3.5125450826058247,7.33897381497097
29,55.83279136491004,-3.724457349702431,7.827580353549947
30,46.41914904815981,-2.4401340160305294,9.47048599270443
31,34.36812277741532,-3.64698798040798,7.134320094409322
32,33.91668878549771,-1.8427590763110444,9.280636879467641
33,46.2255023156251,-2.415592558611384,8.756976129125308
34,66.34826286923521,-1.3283873683765601,10.482462395100915
35,48.874491429273064,-1.2221775341523085,9.892715606153892
36,34.66594513921071,-0.7858336913882201,11.646341387361854
37,37.03909643800201,-2.065229517972297,9.256772834350292
38,44.350965849558975,-1.2598056145207177,9.89701194099104
39,37.616611744683595,-0.3498313393852993,11.473889564775439
40,39.44449379243115,-1.545897731070714,9.742378954547142
41,34.28850778099945,-1.144875904711415,10.421575154625168
42,36.892526373136434,-0.8140989922672144,11.362802976937278
43,55.916682809992196,0.5420576522015582,12.784639883861345
44,32.31640560508511,-1.529432194817298,9.350969049319747
45,56.197079687271035,-0.8583404397431053,11.392678627756093
46,42.602847123909584,-1.979572197869632,9.917407392972072
47,34.59291167048535,-0.23608159821184316,10.664604573036911
48,32.88575148912797,-0.38315781589795395,11.039659789068157
49,32.935142508617474,-1.990654987970618,10.712253951386876
50,56.445894844170226,-1.8596861295481122,10.084424488394722
51,32.64695010287222,-2.820059289333382,7.847905138544691
52,40.361991414279245,-2.0848008549070083,9.866962762228082
53,39.58185863756965,0.03271123064263806,12.154132447611913
54,61.95087635743504,-0.28316327428464727,12.344795107512855
55,31.07582703648428,-1.0478169191447455,9.605097561602788
56,32.93071947117781,0.2736525784427279,12.4199765731631
57,44.33209341428059,1.4418943384599077,13.173153865410638
58,36.25747324275025,2.161273269757048,12.396855407632062
59,51.1799349301606,1.6253485333232525,13.082687241177222
60,56.1156956758035,3.5965672473415826,14.198807751012575
61,56.08167313514198,4.601136086318499,15.87896143724454
62,43.66994679335867,3.4614410485892346,13.637968906392027
63,56.197079687271035,4.57132229758451,14.872241286135868
64,60.255639247568425,6.462532300403419,15.62504381780571
65,62.01923847484182,7.705233194073638,18.457038520458475
66,70.0855642230249,7.795196201637412,18.54304424599987
67,62.47852908020851,7.816511880556518,18.471187765193697
68,62.143888626322905,7.978362297817409,18.070410444593097
69,62.109729824670616,6.764662908328408,16.25192614502228
70,71.59311268093077,6.5006194037863425,16.243528548814037
71,49.66140419894021,7.541745432718424,15.976536641241319
72,70.08511453015942,9.939367879735492,19.68660035464139
73,62.01923847484182,3.665400927083898,14.165722322600397
74,56.544891624409544,6.578801165884286,16.361546332910077
75,61.85238031782428,4.7983191745903655,15.372535121655133
76,69.65363927977258,5.861375208572888,16.886626130291855
77,56.22100720256448,6.845707033848817,17.13953053737704
78,32.88575148912797,4.514252482901235,15.002771167206953
79,32.935142508617474,3.8492261396105887,14.113180788485275
80,59.85978798729984,5.60561614962064,15.15277612236364
81,62.49656092625676,8.419011725596736,17.029876451746212
82,41.67672027149695,7.269382184331167,16.37707919083721
83,56.643999571260025,6.381779778581886,16.93199780072018
84,56.44078289841943,4.943587963786802,15.45815695582412
85,43.25642920247545,2.4601346198534944,13.232073365826492
86,46.465270869770094,5.16926587790186,15.451164302851844
87,32.8980694018006,5.236795057521428,15.43667664925449
88,45.84805437525186,4.1858807880743125,15.408924988653792
89,37.06950795096763,0.6312349241649453,11.917592915212825
90,56.90712010123629,0.9725615862159055,13.217862354266305
91,34.37307394052696,1.0031504932092188,12.417536802519416
92,61.45763993663571,2.2759517831938565,14.598475882957603
93,32.935142508617474,2.7516688871922934,14.258908635056477
94,34.798047176327486,4.62166555041558,14.086253245289845
95,61.85238031782428,2.7366243189199464,14.150743757526113
96,62.143888626322905,5.3760162492969865,16.16527253918369
97,32.85298758181641,3.9631667867817235,13.498113696163115
98,56.544891624409544,4.342968786164045,15.094318403395755
99,62.143888626322905,5.675535819710446,17.223370178809585
