enemy,fitness,player_energy,enemy_energy,gain
1,39.241098226122716,0,50.0,-50.0
2,66.63870783429057,0,20.0,-20.0
3,21.943754194651692,0,70.0,-70.0
4,3.785064242391014,0,90.0,-90.0
5,90.24322890233346,58.60000000000033,0,58.60000000000033
6,66.14779752022552,0,20.0,-20.0
7,85.53289246928256,8.800000000000232,0,8.800000000000232
8,89.28322890233346,49.000000000000306,0,49.000000000000306
