best_fitness,mean_fitness,std_fitness,gain
93.2070431491098,8.988103528461817,28.671416623520315,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
93.2070431491098,10.274818265922722,29.465345010014616,84
