gen,nevals,avg,std,min,max
0,117,-4.867514761925915,5.920530771541127,-16.142107954852342,27.76288776236973
1,117,-3.7508952052083315,5.905920263880167,-14.341387358420995,23.634408666992503
2,117,-1.5161056745592656,8.080622190172798,-19.492864432362914,38.252644441484335
3,117,1.3289473641745482,9.218625618308211,-11.284634600794876,36.33163005995822
4,117,4.883624951157933,9.850659360055234,-12.921063437561578,31.323214170947978
5,117,9.733332464301705,9.60469353836408,-12.75876294317784,38.26952249944006
6,117,8.936429954112336,9.092242976939366,-11.141756775574395,31.677803931243375
7,117,10.983282119063437,8.77642705096942,-10.225508619399918,35.20519952455659
8,117,11.76344949899312,10.198111452326543,-10.289700919745533,41.8519969643981
9,117,11.179700016335417,11.194629892359824,-12.774805045335679,37.44813182739442
10,117,9.061556153453806,9.88936465847143,-15.033835801323592,40.84666332620712
11,117,11.738293797558077,9.815348765532324,-11.334713037624347,43.03382695171835
12,117,10.438860153294817,9.843180657236733,-9.67119181980724,38.2611867978689
13,117,13.827413086779751,8.740362194376424,-10.74965294804728,40.78087992864003
14,117,15.741694768570175,10.438810218528545,-17.296994386786125,44.066546041645594
15,117,13.38100548505208,10.810454425797934,-7.948753619382256,44.16268912587687
16,117,14.176998291751042,10.596921757487511,-7.8316072119167615,42.921298600954614
17,117,14.788511152209674,10.561295224852715,-8.684048957173376,39.10576572381888
18,117,16.61250050877202,11.030328623315254,-9.061014856296266,43.007934420514445
19,117,15.573530177142072,11.093283654715249,-13.536721291680543,38.251796692464175
20,117,16.30449318289302,12.016463427257483,-6.327418816252473,41.51438840390584
21,117,14.966961097085234,10.45366131821952,-7.613607457486568,42.97243196122679
22,117,17.270451255276228,11.177010526827049,-11.22882306169559,44.643396299326284
23,117,19.541067383580625,12.38994887184278,-9.051909193943674,44.677115944948966
24,117,19.300675678127202,12.150367610231005,-7.066619288903254,44.677115944948966
25,117,22.300089403232693,11.560595186561914,-4.606963205794806,44.68304564026427
26,117,20.36095261881503,12.071317378330292,-6.029218149373982,44.66222559983769
27,117,19.26229052145396,12.33045433718006,-10.931824840351283,43.068829205125546
28,117,22.25256105222791,11.746158429615228,-5.775837037133143,42.99232477297589
29,117,24.50464522012814,11.792453540492497,-7.124319152703234,44.08093151321788
30,117,24.464515046899624,11.380028366747663,-5.606796769759136,44.175630997667035
31,117,23.285464149760976,11.600909605249802,-4.422079384528235,44.67169377605991
32,117,23.208086240925116,12.43692379998207,-18.841648932559522,44.6794118103802
33,117,25.703880088311852,9.536001359807953,2.5531139429074976,43.059461771230524
34,117,25.291440046807402,11.184717074438487,-7.630098287375096,44.59113618196202
35,117,23.3567465825092,11.982199390639618,-9.283221283192258,45.92457651026788
36,117,26.44480377925948,9.9980283492203,6.280023864582979,45.86491686044767
37,117,24.573628510728764,13.3610084241714,-13.896703467103787,45.85086586165292
38,117,26.01368474446743,11.521237127336008,-4.883194748552722,43.06938815662038
39,117,25.272788418882676,11.370433702433834,-1.8984308394742904,44.6794118103802
40,117,25.612088359445398,11.928957181060323,-7.359805458510073,44.67828439020953
41,117,25.79423912018434,12.574871776087974,-7.622940462590279,44.67227439126769
42,117,24.838528134437304,12.487634397552224,-8.865875448583619,43.02253439800637
43,117,26.58010322506142,11.187908170360192,-5.196661151119137,43.00009504706631
44,117,25.6104329638494,12.366187750506413,-9.103429640183471,44.67819982661946
45,117,25.94560366169458,11.507537922508845,-5.950927504674345,45.85896714359318
46,117,25.680820209685542,10.63779175193413,-5.775837037133143,44.67227439126769
47,117,27.084017080148417,12.002975759454342,-9.181023957013945,44.67520958864033
48,117,27.970958232567526,12.391509966216798,-9.01864127383255,44.67273081401855
49,117,27.55702205966981,11.504250855029847,-11.104150268701297,44.676293839804146
50,117,30.48555614390217,10.039234426447196,6.99770285217015,45.86259548773526
51,117,28.182552163639574,10.149938998308388,7.898399907544164,45.85896714359318
52,117,29.23329322072764,10.925411877464636,-8.963793041531343,44.67034484589621
53,117,27.61964591790123,11.056235728058173,-6.4306374978648275,44.59365106455361
54,117,30.13338857565631,9.295165041572675,6.776770323387069,44.67819982661946
55,117,27.817291947332944,11.447205402039682,-12.395762771841362,44.67169377605991
56,117,29.535156751669888,11.793422271020207,-18.682833908702502,44.68124347938529
57,117,30.90112672807535,9.54464827530474,5.141890911222312,45.88697169488377
58,117,30.610618924966165,9.782578755194098,4.579546454209741,45.85896714359318
59,117,29.063033853728317,11.02844789857227,-6.06899375197279,44.68425849645877
