enemy,fitness,player_energy,enemy_energy,gain
1,-4.77912349311153,0,100,-100
2,57.185869468174936,0,30.0,-30.0
3,66.45873645484157,0,20.0,-20.0
4,21.686794020958214,0,70.0,-70.0
5,87.46626786119732,31.600000000000264,0,31.600000000000264
6,-4.584967478670572,0,100,-100
7,57.256996812190515,0,30.0,-30.0
8,3.7582529849403574,0,90.0,-90.0
