enemy,fitness,player_energy,enemy_energy,gain
1,57.08110614572686,0,30.0,372
2,91.44704041507838,70,0,258
3,48.93109579777977,0,40.0,159
4,12.033853260876308,0,80.0,390
5,90.68901301948917,62.80000000000034,0,268
6,57.3978811791203,0,30.0,271
7,75.26990021702643,0,10.0,308
8,74.68464199847766,0,10.0,553
