generation,best_fitness,mean_fitness,std_fitness
1,93.55669509194094,6.395802896048034,25.287172399492455
2,93.55669509194094,11.183293788259133,27.70502274533412
3,93.55669509194094,31.335543358409517,38.130788457901645
4,93.55669509194094,37.721997286018464,40.47816108138318
5,93.55669509194094,35.822275743457574,40.26118870992379
6,93.55669509194094,33.78780250399929,39.291198063440305
7,93.55669509194094,31.123821378828982,38.68632521425675
8,93.55669509194094,34.60881076691577,38.885347142510454
9,93.55669509194094,39.05463539368223,39.27881434415339
10,93.55669509194094,36.3504940029854,39.41037962763362
11,93.55669509194094,42.65972826147963,40.40039467692929
12,93.55669509194094,41.731109638536864,40.86382644192053
13,93.55669509194094,43.57363828953813,39.88441400922909
14,93.55669509194094,45.11264883150075,38.97720085609467
15,93.55669509194094,41.33417294176619,40.80428130523249
16,93.55669509194094,41.85856438326514,40.20838848087843
17,93.55669509194094,38.61241931256441,40.602456017172244
18,93.55669509194094,36.56643738423156,38.87568557852292
19,93.55669509194094,41.19703272132392,40.072997511192476
20,93.55669509194094,37.694018260701206,38.28176101281166
21,93.55669509194094,41.40421469371142,39.85747352668107
22,93.55669509194094,41.53813729058172,40.736905156365594
23,93.55669509194094,41.94836547058303,40.32964157977966
24,93.55669509194094,40.23640734333255,39.948364741115604
25,93.55669509194094,35.84157993840292,39.47351026754931
26,93.55669509194094,36.359622837130054,40.703101057148956
27,93.55669509194094,37.51633449100491,39.126603010602416
28,93.55669509194094,46.78545435831042,40.03524827792403
29,93.55669509194094,44.60244727974652,39.56004931766923
