Generation,Best Fitness,Mean Fitness,Standard Deviation
0,25.251138427817448,-4.303061368259863,5.977753294441435
1,28.760130951807454,-3.9757724361391387,6.4682265394045135
2,31.87530784224903,-4.3812400209632445,6.118686624404558
3,26.610683586967856,-4.35360255860508,5.521329920715513
4,32.41408520174741,-4.180621121658155,5.797206338042994
5,29.812429500159837,-4.321548227857064,5.435077120922801
6,34.98205633846667,-4.226420050968819,5.939458243630377
7,40.17153210676007,-4.243388451068446,6.451739628771606
8,34.651834880868336,-4.19076027654475,6.026154852091415
9,31.47447602969444,-4.226939030210224,6.022745020023791
10,39.02995102438542,-4.013325596130617,6.286630924333412
11,31.882770972400987,-4.0724967929306075,6.1245418089692745
12,36.24328151769285,-4.022340585239774,6.125296411509351
13,35.173688403929056,-4.034935703458935,6.457806056269385
14,34.96395652660492,-3.9849366977200624,6.241512233991753
15,25.23555865093612,-4.402294569984062,5.937574069782617
16,31.133748554061388,-4.255660149068253,5.748877234615863
17,38.71852906083676,-4.090960344144898,6.534892723091921
18,31.842265330484633,-4.1632296859715225,6.249857191358739
19,24.861529838388037,-4.4285815629982785,5.524408338118862
20,27.314994267930064,-4.127490544402649,5.8718121654050375
21,31.8328933927162,-4.261483700609272,5.9630636612822245
22,27.25805064259006,-4.394482836836146,5.487980325628867
23,21.710321263213547,-4.40159422949977,5.4423153081738675
24,32.40539942042024,-4.234419595400779,6.006567114676802
25,28.394518139686546,-4.200039287874271,6.0995807682024115
26,33.37520037951821,-4.118302719442708,6.275097246614861
27,30.51329302162235,-4.063656060631578,6.00056386670181
28,26.937626006358606,-4.129536613122722,5.944418850662059
29,25.60090557891512,-4.276827861584764,5.637415987724401
