enemy,fitness,player_energy,enemy_energy,gain
1,4.25506787163675,0,90.0,-90.0
2,66.94375419465169,0,20.0,-20.0
3,5.2158103660817385,0,90.0,-90.0
4,3.45092391510478,0,90.0,-90.0
5,12.31302464366018,0,80.0,-80.0
6,-5.43372200355424,0,100,-100
7,66.02364909070207,0,20.0,-20.0
8,87.29788162462296,31.000000000000263,0,31.000000000000263
