gen,nevals,avg,std,min,max
0,117,-4.055752602689313,5.864398950017452,-10.453675780768123,17.722728272993322
1,117,-0.03295446029136802,8.978234962753401,-12.898905085736416,27.559550789511718
2,117,1.122048279398958,9.973723362272443,-12.833032689228578,40.821347584252884
3,117,3.238729217140457,11.330143063756566,-14.366827672137447,34.97115121325302
4,117,6.077901276724034,12.867293549843852,-13.748920518600602,85.13357218694092
5,117,7.139874678140948,12.148362475066905,-19.616432022280108,34.624807164825604
6,117,10.124174845820411,12.700336934644099,-9.94524814323866,56.04389464087371
7,117,12.492123898084222,11.212882464603533,-7.9419198587407465,56.05175947679537
8,117,13.443944373908083,11.47798675685139,-14.71354483110467,34.45346111395592
9,117,14.7901440688227,10.90119977797388,-13.542430536237443,34.3420373926242
10,117,16.954030467228375,11.518505403646618,-9.966423672684101,56.153123572242286
11,117,15.974776106417702,10.320989790930152,-7.003864077379982,62.63137364868433
12,117,13.516209207954333,11.938924692131456,-10.262527383924283,56.064904876067345
13,117,17.528378447916413,11.95843832851293,-8.976004608225153,62.764524050321924
14,117,14.673834010463871,9.50457243041705,-6.712392034673181,37.0172209796078
15,117,16.88598831923662,11.52716611407859,-7.948939925711754,41.494661344294904
16,117,14.263257365112452,11.586068489737979,-13.694305649980588,40.93512054973695
17,117,17.082747440206543,11.42273280784305,-6.864322317657212,37.17291682292257
18,117,15.389505639961826,13.503116463718914,-8.873409294638876,69.96094193288454
19,117,14.799587300645184,12.674430515827153,-10.236211313944445,41.37860214023759
20,117,15.133122305554851,11.333163051275127,-14.48594697346611,39.410000068000436
21,117,17.08360082545184,11.022068537988428,-9.81554584889988,41.490200345174145
22,117,13.61293775566461,11.701686327779363,-17.636110845955557,41.502838721572914
23,117,17.48332065222498,11.813076352147634,-7.9419198587407465,76.55498832628608
24,117,15.934392565060554,14.709778717064834,-8.508857164992765,70.28315727525919
25,117,18.830447922060863,12.224835680431694,-15.280738688619953,48.48952405941238
26,117,16.822431812157937,12.681239167784037,-13.898449113688379,41.543528575273854
27,117,16.99824959326902,13.149437376231463,-10.011295600133842,55.95376667883618
28,117,18.79550670919068,12.740840322809927,-19.026810878765534,41.39206444416775
