enemy,fitness,player_energy,enemy_energy,gain
1,13.25506787163675,0,80.0,-80.0
2,39.89405452609942,0,50.0,-50.0
3,5.2158103660817385,0,90.0,-90.0
4,3.1055971657351495,0,90.0,-90.0
5,12.333573311887568,0,80.0,-80.0
6,-5.777652323222656,0,100,-100
7,30.231679004206228,0,60.0,-60.0
8,87.25645558296867,31.000000000000263,0,31.000000000000263
