Generation,Best Fitness,Mean Fitness,Standard Deviation
0,16.617314885673323,-4.285975399691288,5.155145827333334
1,11.351802418588013,-4.6724218853235495,3.954081643150553
2,15.74247127619487,-4.676109331852636,4.42330266894771
3,22.848871986003118,-4.7809329077787766,4.629575986930586
4,32.75144884958927,-4.65491247303734,5.439861174230989
5,24.76319975080515,-4.557796824694641,4.636636858545005
6,20.51697048697201,-4.367815386426847,5.229255887018009
7,22.38385534109985,-4.247279270368017,5.258318969730902
8,19.637195763724275,-3.7676290201332057,5.768147953654923
9,19.91870894200408,-3.900252359487179,5.575042418368515
10,21.57465860972684,-3.9621871191117934,5.141810730662983
11,16.219742558123073,-4.011815662669601,4.657571116349948
12,15.77758707855758,-3.379732762137167,4.995952883803512
13,20.040551316771378,-3.6471356506367143,5.004682443525236
14,18.876382610774993,-3.8149241639404803,4.720256870289098
15,22.49219114198439,-3.3471790879778305,5.4024777639234065
16,16.235770012686334,-3.8729844669483406,4.672204880516576
17,12.87286138207855,-3.5200226294875603,4.759621953103268
18,22.24966604140674,-3.337228923313009,5.694740371601575
19,18.95702592585146,-3.438131949213596,5.208222624892057
20,20.701933956076427,-3.4612113687954307,5.3897718016743195
21,27.14415397850187,-2.869330934634856,6.3405778468500635
22,22.3584949992988,-2.7069771951526,6.565157713124524
23,23.009832755007942,-2.9234361375237063,5.815948037150461
24,20.019482763988055,-2.615214256401294,6.217581836004814
25,24.777169110292796,-2.0363852275242085,7.09435968065248
26,21.139386002172255,-2.875821393128651,6.122362332320073
27,26.008841105460952,-3.016959483566005,6.390620320341908
28,17.633101806098402,-2.718442363593975,6.246826796717867
29,17.443174985018622,-2.5580979136959194,5.792596722360066
