generation,best_fitness,mean_fitness,std_fitness
1,89.79611293289351,7.943167523279926,26.562420272311407
2,89.79611293289351,7.9431675232799295,26.562420272311407
3,89.79611293289351,7.9431675232799295,26.562420272311407
4,89.79611293289351,7.9431675232799295,26.562420272311407
5,89.79611293289351,7.9431675232799295,26.562420272311407
6,89.79611293289351,7.9431675232799295,26.562420272311407
7,89.79611293289351,7.9431675232799295,26.562420272311407
8,89.79611293289351,7.9431675232799295,26.562420272311407
9,89.79611293289351,7.9431675232799295,26.562420272311407
10,89.79611293289351,7.9431675232799295,26.562420272311407
11,89.79611293289351,7.9431675232799295,26.562420272311407
12,89.79611293289351,7.9431675232799295,26.562420272311407
13,89.79611293289351,7.9431675232799295,26.562420272311407
14,89.79611293289351,7.9431675232799295,26.562420272311407
15,89.79611293289351,7.9431675232799295,26.562420272311407
16,89.79611293289351,7.9431675232799295,26.562420272311407
17,89.79611293289351,7.9431675232799295,26.562420272311407
18,89.79611293289351,7.9431675232799295,26.562420272311407
19,89.79611293289351,7.9431675232799295,26.562420272311407
20,89.79611293289351,7.9431675232799295,26.562420272311407
21,89.79611293289351,7.9431675232799295,26.562420272311407
22,89.79611293289351,7.9431675232799295,26.562420272311407
23,89.79611293289351,7.9431675232799295,26.562420272311407
24,89.79611293289351,7.9431675232799295,26.562420272311407
25,89.79611293289351,7.9431675232799295,26.562420272311407
26,89.79611293289351,7.9431675232799295,26.562420272311407
27,89.79611293289351,7.9431675232799295,26.562420272311407
28,89.79611293289351,7.9431675232799295,26.562420272311407
29,89.79611293289351,7.9431675232799295,26.562420272311407
