enemy,fitness,player_energy,enemy_energy,gain
1,21.07307397402959,0,70.0,-70.0
2,48.165189262937396,0,40.0,-40.0
3,85.76755198344948,20,0,20
4,86.5843600099257,34.00000000000027,0,34.00000000000027
5,90.92901301948918,65.20000000000033,0,65.20000000000033
6,-5.438079308923196,0,100,-100
7,13.88912613582669,0,80.0,-80.0
8,12.302906513494595,0,80.0,-80.0
