enemy,fitness,player_energy,enemy_energy,gain
1,21.260207087820767,0,70.0,-70.0
2,90.84704041507838,64,0,64
3,30.179917069647637,0,60.0,-60.0
4,3.3652103968307507,0,90.0,-90.0
5,90.74901301948917,63.40000000000034,0,63.40000000000034
6,75.45092391510478,0,10.0,-10.0
7,74.91778108962356,0,10.0,-10.0
8,84.4662138960981,6.400000000000233,0,6.400000000000233
