gen,nevals,avg,std,min,max
0,162,-4.9493783262222415,4.317374634602522,-16.344036553538565,14.905117156342278
1,162,-3.5199948677024953,6.637342031820765,-19.89355907069642,27.68098266469752
2,162,-1.2239132067959757,7.786894869390889,-14.021698168884232,30.82696622754332
3,162,0.7253985321431188,9.244751573677744,-11.511271761140687,32.05776558487818
4,162,2.1338321480346085,10.188652111046991,-16.376154600535898,41.70737730606341
5,162,6.355396282485796,10.28701114087124,-10.728642303704468,35.18991242726601
6,162,6.323834730601612,8.900433580573475,-12.597778294883069,27.995916790101788
7,162,9.492713558279977,8.53451350597894,-8.974506241746033,32.48312604191144
8,162,8.15442888136755,8.089703065008273,-16.26824513740657,31.71836456564856
9,162,10.280320721676974,7.550227315189125,-17.07340105406626,33.82166389486407
10,162,10.393943991648463,8.038560509514944,-13.009526737440435,38.374981582273755
11,162,11.06563322890432,7.3924697120422485,-7.6169823331435005,41.74399990020754
12,162,9.657430691852573,8.105099663963232,-14.045942627988993,43.09204690079759
13,162,10.93960933860569,7.127467048606253,-17.315569106997835,40.816503516476466
14,162,12.461555999322105,8.17752405557935,-13.837596837008261,38.832297622218334
15,162,11.111714590583482,7.829585582089284,-12.711127878205131,40.812535083879595
16,162,11.536424634443263,8.245170907986294,-13.063614083878505,43.02496412380577
17,162,11.665618883313805,6.63487812373118,-7.623923605570022,37.117288145759176
18,162,11.192580752282932,8.598075501498599,-14.666726783604881,35.18492279716524
19,162,12.196376578178077,8.793977050133716,-14.73978388411333,38.19456774725019
20,162,13.726815666199965,8.009472388986596,-9.355442754289754,38.970877323157055
21,162,13.540005008288643,7.6365936231079035,-7.401569028618226,43.971177999285544
22,162,13.383651028715262,8.309495185809125,-17.994038436966733,43.02873528814196
23,162,13.29207506926289,8.185944201018865,-16.33116913261638,35.161027291989136
24,162,14.135500179899026,8.02074872181387,-7.657077059274858,44.05211743389704
25,162,15.179467464902254,8.866189518896649,-11.056381193424567,43.06105927774976
26,162,13.863367668661931,10.334129267782364,-8.637895193498796,45.79325015013258
27,162,14.267908766274548,9.55631777556567,-12.497682454306485,45.89562913713645
28,162,15.259211370462518,9.869931192372015,-9.733550610635106,43.05378196337328
29,162,16.026914181065237,9.650099504783402,-11.128514070032207,43.80650179553561
