generation,best_fitness,mean_fitness,std_fitness
1,89.72855887687001,8.717186869987449,26.953653611557108
2,89.72855887687001,8.717186869987447,26.953653611557105
3,89.72855887687001,8.717186869987447,26.953653611557105
4,89.72855887687001,8.717186869987447,26.953653611557105
5,89.72855887687001,8.717186869987447,26.953653611557105
6,89.72855887687001,8.717186869987447,26.953653611557105
7,89.72855887687001,8.717186869987447,26.953653611557105
8,89.72855887687001,8.717186869987447,26.953653611557105
9,89.72855887687001,8.717186869987447,26.953653611557105
10,89.72855887687001,8.717186869987447,26.953653611557105
11,89.72855887687001,8.717186869987447,26.953653611557105
12,89.72855887687001,8.717186869987447,26.953653611557105
13,89.72855887687001,8.717186869987447,26.953653611557105
14,89.72855887687001,8.717186869987447,26.953653611557105
15,89.72855887687001,8.717186869987447,26.953653611557105
16,89.72855887687001,8.717186869987447,26.953653611557105
17,89.72855887687001,8.717186869987447,26.953653611557105
18,89.72855887687001,8.717186869987447,26.953653611557105
19,89.72855887687001,8.717186869987447,26.953653611557105
20,89.72855887687001,8.717186869987447,26.953653611557105
21,89.72855887687001,11.13999843916914,28.087740849766053
22,89.96266573298149,37.17074173764983,39.113511233058915
23,89.96266573298149,34.45355861759002,38.93529522432146
24,92.2901190770195,43.82628252743765,39.65807654648431
25,89.72855887687001,8.717186869987447,26.953653611557105
26,89.72855887687001,8.717186869987447,26.953653611557105
27,89.72855887687001,12.222864471642682,28.69905736117347
28,90.6252886203982,24.86465623761075,35.14571250078292
29,89.72855887687001,8.717186869987447,26.953653611557105
30,89.72855887687001,8.717186869987447,26.953653611557105
