enemy,fitness,player_energy,enemy_energy,gain
1,21.046756665712216,0,70.0,385
2,21.231679004206228,0,70.0,320
3,87.19140997390338,34,0,497
4,74.98677961290973,13.00000000000023,10.0,1500
5,91.76901301948917,73.60000000000025,0,268
6,3.269900217026426,0,90.0,308
7,-2.70805020110221,0,100,15
8,21.247427361174367,0,70.0,315
