best_fitness,mean_fitness,std_fitness,gain
88.65289246928253,8.410698257356724,27.975667688934355,40
91.90624979919323,6.93911119958187,26.53169442079318,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
91.90624979919323,6.939111199581869,26.531694420793183,70
