enemy,fitness,player_energy,enemy_energy,gain
1,-5.087596335232384,0,100,-100
2,75.51106227384331,0,10.0,-10.0
3,3.191857510019556,0,90.0,-90.0
4,12.191857510019556,0,80.0,-80.0
5,16.172244721017893,50.80000000000031,80.0,-29.19999999999969
6,-5.497168225293202,0,100,-100
7,66.66728120673463,0,20.0,-20.0
8,20.943215986771374,0,70.0,-70.0
