enemy,fitness,player_energy,enemy_energy,gain
1,39.013547994715566,0,50.0,-50.0
2,4.109650871778246,0,90.0,-90.0
3,65.85796259441264,0,20.0,-20.0
4,66.10677961290972,14.200000000000228,20.0,-5.799999999999772
5,93.69679627126202,89.8000000000001,0,89.8000000000001
6,-5.501258210544727,0,100,-100
7,-2.70805020110221,0,100,-100
8,21.231679004206228,0,70.0,-70.0
