enemy,fitness,player_energy,enemy_energy,gain
1,39.013547994715566,0,50.0,-50.0
2,30.213102618633293,0,60.0,-60.0
3,65.85796259441264,0,20.0,-20.0
4,11.908690117922301,0,80.0,-80.0
5,92.39486503108353,82.00000000000017,0,82.00000000000017
6,3.4987417894552726,0,90.0,-90.0
7,-2.70805020110221,0,100,-100
8,21.20394224923463,0,70.0,-70.0
