enemy,fitness,player_energy,enemy_energy,gain
1,30.727000441436253,0,60.0,-60.0
2,75.25379680945984,0,10.0,-10.0
3,21.6109282701835,0,70.0,-70.0
4,21.54041448585584,0,70.0,-70.0
5,88.93106227384334,44.200000000000294,0,44.200000000000294
6,30.638707834290575,0,60.0,-60.0
7,75.65289246928253,0,10.0,-10.0
8,56.99364684039827,0,30.0,-30.0
