enemy,fitness,player_energy,enemy_energy,gain
1,48.25379680945985,0,40.0,-40.0
2,30.097366666598635,0,60.0,-60.0
3,48.00354791138098,0,40.0,-40.0
4,29.43473502996464,0,60.0,-60.0
5,92.90669517527553,82.00000000000017,0,82.00000000000017
6,-5.501258210544727,0,100,-100
7,-2.70805020110221,0,100,-100
8,21.113895968549844,0,70.0,-70.0
