enemy,fitness,player_energy,enemy_energy,gain
1,30.870101285076927,0,60.0,-60.0
2,30.097366666598635,0,60.0,-60.0
3,38.638697522427,0,50.0,-50.0
4,11.908690117922301,0,80.0,-80.0
5,90.83307397402962,67.6000000000003,0,67.6000000000003
6,3.4987417894552726,0,90.0,-90.0
7,6.2919497988977895,0,90.0,-90.0
8,85.82021295934416,23.200000000000244,0,23.200000000000244
