gen,nevals,avg,std,min,max
0,140,-4.414252346193932,5.649675156644214,-16.32045883445118,28.003169462987376
1,140,-3.8609249827015586,6.497849300657174,-14.618136899702241,37.34247905556468
2,140,-2.3310727382958834,7.566934901125371,-15.607682043084537,27.984308385211246
3,140,-0.07218956072574818,9.323856151784273,-16.489372054332428,26.494362630836882
4,140,2.1295222267572664,10.179864307765774,-16.58875462460143,36.372493395406046
5,140,3.940022160545342,8.925859910691333,-13.273809453585955,23.43550827394661
6,140,6.482595950197434,9.114136795811255,-18.9578952124022,35.10646396684979
7,140,6.85680261663178,9.567968195974512,-12.731496498803399,38.196513158599394
8,140,8.827168330188467,9.843821266526524,-10.796367241323768,33.926826510012845
9,140,10.704858079345348,9.43670547495069,-9.465121248516649,44.62434213010718
10,140,7.676122855412443,9.11856640441371,-12.439802618106327,42.91999738902308
11,140,9.459912033371822,9.43881104551679,-11.004301924263363,42.004802498561276
12,140,9.160857535874387,8.501703860696777,-13.242796589229687,32.637785064768394
13,140,9.666752914148306,9.932909630542861,-16.213687088715954,36.3711302069459
14,140,11.40977697733872,8.527994764850693,-14.335192214440355,38.234166996961605
15,140,11.167533342411733,8.693118122773768,-10.439921308375677,42.85193216156324
16,140,11.303432622667124,9.073936732693427,-12.582647620608071,38.85334495210408
17,140,13.376734730190664,9.140836129331293,-10.875770675552033,38.98035991280584
18,140,13.36738383609252,9.804481467452238,-10.86683338820772,42.91422187186291
19,140,12.095917222485413,10.071942248073183,-16.285544513210958,38.17539452585984
20,140,11.913591484463083,8.782359029987301,-12.692454047032832,36.33396721282912
21,140,13.94044012922721,10.541921224826014,-16.153367705303296,42.96609922129316
22,140,14.0271355468973,9.617276277061144,-10.736659707271452,43.02823755721347
23,140,14.672424936705651,9.593224347761403,-7.482800412584517,40.83101505940553
24,140,14.15679014058216,9.49661687726833,-7.961336226824168,44.06259410340674
25,140,14.603838342131263,9.24216077315482,-5.995106773963016,44.05316029091747
26,140,15.793874723033628,8.5712664726,-11.147676804107649,38.251602364477996
27,140,16.126822877542303,9.125482268917542,-7.622940462590279,43.030170175094895
28,140,17.263183664837467,10.221859841141281,-5.949947555963913,44.62442335576465
29,140,16.555167338826113,9.088629377765145,-7.126539446699324,45.81174635956967
