enemy,fitness,player_energy,enemy_energy,gain
1,21.247427361174367,0,70.0,-70.0
2,40.299519634207584,0,50.0,-50.0
3,23.171358603510903,0,70.0,-70.0
4,30.32324619773172,0,60.0,-60.0
5,-6.464588303689961,0,100,-100
6,39.45092391510478,0,50.0,-50.0
7,21.65766574803519,0,70.0,-70.0
8,21.27641489804762,0,70.0,-70.0
