enemy,fitness,player_energy,enemy_energy,gain
1,39.19486503108351,0,50.0,-50.0
2,12.279688223392588,0,80.0,-80.0
3,65.77940982990026,0,20.0,-20.0
4,84.49637137186158,14.200000000000228,0,14.200000000000228
5,93.24324619773174,89.2000000000001,0,89.2000000000001
6,-5.389071729816501,0,100,-100
7,5.362413840273614,0,90.0,-90.0
8,21.326676732828506,0,70.0,-70.0
