enemy,fitness,player_energy,enemy_energy,gain
1,48.033853260876306,0,40.0,390
2,48.5028317747068,0,40.0,244
3,12.358092929061886,0,80.0,282
4,3.049357447412273,0,90.0,384
5,89.75982739098296,54.40000000000032,0,293
6,66.19486503108351,0,20.0,332
7,57.696695091940924,0,30.0,201
8,47.99364684039827,0,40.0,406
