Generation,Best Fitness,Mean Fitness,Standard Deviation
0,13.744491682127304,-5.422076237704691,4.654589946436107
1,25.68830763942684,-3.7753724141992944,5.8102866809779075
2,27.730405683462816,-4.631558707646196,4.936658863277286
3,20.584330977721585,-4.674848488678967,4.416835823076894
4,15.842334988668252,-4.763049898598577,4.548344829134275
5,28.049436066653445,-4.820628610683199,5.591293421816066
6,28.346187156795715,-4.647870254258808,5.468913955089159
7,33.73956915970531,-4.284482035236067,5.5857584880682
8,26.536488126302398,-4.686686604320562,5.3015164500008645
9,32.36673398114328,-4.029646478517063,6.489867740172799
10,30.31905492306443,-3.867316529438216,6.223951444086516
11,33.13769014523925,-4.189409856131338,5.689994205803934
12,26.875739218424744,-4.563867142924849,5.703142541166082
13,14.709752975375913,-4.812902334273836,4.569878169475184
14,30.037109532878215,-4.524885976970768,4.7356590219564065
15,33.592254015268544,-4.587885214697062,5.673930336683489
16,35.87634060618538,-3.939323134189007,6.192273179390684
17,22.17396811820413,-4.261716467310136,5.749126542876695
18,19.852838186167425,-4.503868976488365,5.13941630210907
19,40.647901698250706,-4.414612225353526,5.721843410026564
20,25.830368219938137,-4.888431974886495,5.3431192134898735
21,39.95422414635775,-4.042237505779197,5.944896856077475
22,25.158311754145284,-4.292854607464673,5.5682847942736835
23,14.088281996472922,-5.048573615031503,3.783571752012964
24,19.75575908522538,-4.360588100527565,5.036199981043914
25,14.961829900170585,-5.37800257465455,3.5801003748171953
26,26.39287992265598,-4.69977575244037,4.616257282337624
27,40.40291170255229,-4.503046263579666,5.137693148805061
28,18.823144320424383,-5.004925182028027,4.239200952753644
29,33.85785735917168,-4.438097239570062,5.883413930629145
