best_fitness,mean_fitness,std_fitness
87.97153170408238,26.912220654502697,31.96162356129887
91.63463815194545,40.474202848338294,35.525693927237974
93.22728120673465,52.328957033907216,34.11860528996601
91.60510580438043,61.0085046111551,31.773743029642038
90.89547959267735,64.86076598467629,30.487256029731803
90.89547959267735,78.15323405467534,21.635089820606506
90.94254710353533,83.30710468338367,15.809662670631184
90.7335612249423,84.24072691361482,15.697045480117907
91.16626719449066,81.05338459448652,23.08628989980639
90.67067522005318,81.03965774324209,20.16488989074251
90.67067522005318,82.17552829616815,19.531793340304123
91.27356122494231,84.92875311000114,15.575939847564257
91.21067522005318,85.6697082682145,14.02169829910005
90.91356122494231,87.77208330754397,7.774074956415144
91.44990021702645,89.16936747069556,1.387801879500671
91.3335612249423,89.71595895902901,1.2230530502741266
91.39067522005317,89.19013664943832,5.885820459024962
91.39067522005317,90.29927459803645,1.033178456144345
91.39067522005317,90.00633096018413,6.901135741786356
91.27067522005318,90.1260163150119,3.692140185024975
91.33067522005317,90.64710998399494,2.4977342062045222
91.51356122494231,90.91317906113413,0.662756684657223
91.51356122494231,91.04697491766763,0.7822414106010999
91.51067522005317,91.25132277880189,0.2907573664513876
91.4535612249423,91.32460268107693,0.18370569515574844
91.4535612249423,91.3610039885366,0.1221109827928776
91.51067522005317,91.11119498120166,2.536457307535622
91.66853545289204,91.38870929320598,0.23916951012883897
91.51315225241282,91.39172177500919,0.44173340781461656
91.51356122494231,91.4498048026444,0.027960757015921458
