enemy,fitness,player_energy,enemy_energy,gain
1,4.030186700423999,0,90.0,-90.0
2,67.14018759563832,0,20.0,-20.0
3,23.193337510229682,0,70.0,-70.0
4,30.5028317747068,0,60.0,-60.0
5,89.54353644806852,50.20000000000031,0,50.20000000000031
6,30.59732261812772,0,60.0,-60.0
7,66.65766574803519,0,20.0,-20.0
8,48.07307397402959,0,40.0,-40.0
