enemy,fitness,player_energy,enemy_energy,gain
1,48.25379680945985,0,40.0,-40.0
2,30.213102618633293,0,60.0,-60.0
3,30.28957298262513,0,60.0,-60.0
4,65.86677961290972,11.80000000000023,20.0,-8.19999999999977
5,92.79399989261957,86.20000000000013,0,86.20000000000013
6,12.4165036912183,0,80.0,-80.0
7,6.2919497988977895,0,90.0,-90.0
8,21.09463815194543,0,70.0,-70.0
