gen,nevals,avg,std,min,max
0,72,5.548057361978143,26.06973297252148,-6.413458957167357,88.25289246928253
1,200,20.90602486632744,35.39795739545691,-5.796057750765372,91.49061166337202
2,199,60.602294488113984,29.290163981461344,-5.768320995793772,91.96956207860757
3,200,76.9390060860822,19.93137783853497,-5.017279836814924,92.57237888630937
4,200,81.25221903267484,15.986770112633181,30.244257786413087,93.40956741322127
5,200,86.5911196919111,12.463838947469473,-5.529429087511423,93.20278772623588
6,199,88.32911600310435,9.27494245024288,30.852505523186547,93.20278772623588
7,200,88.72498556186699,7.338566691426249,48.20394224923463,92.65835757739069
8,199,89.34962611904535,6.517674926581055,48.17399989261955,92.93214184093668
9,200,90.41618260081492,5.229544888885872,48.20394224923463,92.93740496697303
10,200,91.03782250434625,3.0941994289566876,66.93109579777976,92.79605369405454
11,200,90.92428072591645,6.085832533395644,40.00278772623589,92.69061166337202
12,200,89.95943666644256,7.7773550205006305,48.20394224923463,93.4583575773907
13,200,88.02907761019797,13.593026985218755,3.231679004206228,93.2070431491098
14,200,91.84274630433323,0.5600546397682508,91.44704041507838,93.2070431491098
15,200,91.4460313160368,5.168606512908563,48.20394224923463,93.36304739758637
16,199,91.43461172221798,3.178265865101902,66.06510580438041,93.40956741322127
17,199,91.67790821565336,0.796331322569366,87.62951600496184,92.80150296873417
18,199,91.76118133336435,0.6837430077027303,87.62951600496184,92.69061166337202
19,200,91.66716693156494,0.683044401892836,87.62951600496184,92.69061166337202
20,200,90.90705838238974,7.123736262692646,31.016393378291664,92.69061166337202
21,200,92.00318146453334,0.6389548980611691,91.49061166337202,93.32772932632852
22,200,88.17531944557166,13.943972265886499,3.203942249234628,92.69061166337202
23,200,90.76080909639596,10.423661565550757,3.231679004206228,92.69061166337202
24,200,91.15822856715675,5.965225743558937,48.23167900420623,93.32772932632852
25,199,92.20776905000714,0.7339103080305855,88.76355803717006,93.33193985886487
26,200,92.23907867384962,0.8618059284104385,86.57504998251859,92.69061166337202
27,199,92.2067525577368,0.5630393628208622,91.49061166337202,93.13214184093668
28,199,92.00308136226522,2.0675474618702476,75.20394224923463,92.69061166337202
29,200,91.92520360657723,2.876292390124294,75.20394224923463,93.3489615464343
30,199,91.78726187994391,4.162159771141369,57.20394224923463,92.69466846406765
