best_fitness,mean_fitness,std_fitness,gain
93.20278772623588,11.15826662058881,31.094793166906822,82
93.33740496697304,11.924219580793146,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
93.33740496697304,11.924219580793148,30.72777574861862,84
