enemy,fitness,player_energy,enemy_energy,gain
1,39.17695410451698,0,50.0,338
2,21.273152252412803,0,70.0,307
3,74.75195712549157,0,10.0,517
4,89.51494893627421,64.60000000000034,0,1038
5,92.17641489804764,79.0000000000002,0,306
6,-4.897839799950911,0,100,134
7,-3.2188758248682006,0,100,25
8,21.09191706183107,0,70.0,368
