enemy,fitness,player_energy,enemy_energy,gain
1,39.013547994715566,0,50.0,-50.0
2,21.171054382389794,0,70.0,-70.0
3,84.96755198344948,12,0,12
4,68.32677961290973,36.400000000000276,20.0,16.400000000000276
5,92.39486503108353,82.00000000000017,0,82.00000000000017
6,4.058357577390696,0,90.0,-90.0
7,-2.833213344056216,0,100,-100
8,12.28626719449063,0,80.0,-80.0
